x,y,cluster
57.5714,306.092,2
923.364,424.584,1
996.159,59.1636,0
164.869,970.114,2
223.706,727.149,2
182.625,578.305,2
755.991,957.586,1
438.128,775.397,2
924.98,515.061,1
139.206,347.852,2
118.269,336.579,2
614.352,82.5129,0
535.438,451.428,0
263.986,795.287,2
56.4038,400.237,2
431.956,287.024,0
322.092,860.264,2
606.619,922.981,1
976.849,571.448,1
443.502,147.092,0
922.214,161.532,0
277.647,121.779,0
706.981,837.294,1
63.0787,106.014,0
939.538,436.222,1
322.063,268.597,0
719.691,316.125,0
869.588,599.872,1
9.55799,524.983,2
372.569,998.865,2
835.251,517.413,1
654.383,629.688,1
575.434,275.279,0
698.476,487.008,1
614.421,787.023,1
970.893,352.84,1
116.824,620.852,2
132.02,523.804,2
829.371,527.629,1
299.662,719.958,2
399.133,827.827,2
121.886,209.908,0
317.144,795.943,2
618.743,180.466,0
589.905,331.454,0
109.594,764.044,2
873.188,400.691,1
200.395,146.43,0
904.938,85.4082,0
724.413,500.012,1
192.841,286.129,0
435.77,873.41,2
507.676,601.589,1
988.532,554.046,1
544.362,727.597,1
666.739,748.731,1
599.091,936.894,1
559.242,598.239,1
589.332,925.392,1
577.556,275.904,0
390.674,306.241,0
706.896,250.81,0
624.864,679.307,1
22.6714,594.403,2
181.424,945.471,2
733.168,46.7036,0
75.7443,443.447,2
264.881,287.32,0
560.559,707.36,1
85.9802,11.9414,0
45.9877,621.455,2
731.173,197.602,0
362.679,618.099,2
458.519,338.265,0
916.274,264.712,0
239.428,891.201,2
884.747,679.97,1
897.257,805.767,1
176.038,678.895,2
344.797,183.598,0
837.371,11.1151,0
316.312,186.419,0
427.737,555.536,2
972.382,104.211,0
291.604,781.036,2
582.112,342.142,0
271.585,365.662,0
524.949,694.115,1
822.427,275.868,0
544.549,182.68,0
985.089,912.608,1
712.787,95.5905,0
163.075,100.219,0
107.933,236.272,0
567.312,259.325,0
555.939,15.9107,0
92.0704,212.692,0
274.012,651.874,2
483.773,558.85,2
516.09,460.351,0
505.806,409.992,0
249.043,615.248,2
808.07,301.893,0
120.809,820.953,2
800.772,648.707,1
259.445,857.825,2
2.59725,571.519,2
579.746,132.612,0
680.579,99.5996,0
934.379,589.925,1
147.187,969.652,2
277.265,821.828,2
571.339,468.528,0
706.984,929.745,1
495.626,218.242,0
404.339,252.142,0
521.181,54.7398,0
667.608,29.1934,0
323.59,310.531,0
942.46,65.6846,0
449.271,170.181,0
579.377,801.484,1
871.9,284.495,0
183.664,31.9937,0
641.272,210.251,0
275.163,427.447,2
711.784,24.9316,0
852.755,431.925,1
554.904,194.945,0
109.196,221.711,0
621.792,386.924,0
501.881,925.704,1
839.96,642.576,1
56.712,596.577,2
850.114,593.624,1
538.778,141.631,0
831.51,870.318,1
200.385,429.115,2
913.357,226.188,0
27.2289,398.416,2
83.694,364.727,2
342.21,454.016,2
988.683,455.478,1
205.434,926.193,2
361.537,968.456,2
816.593,189.807,0
78.2046,438.24,2
346.784,87.9063,0
337.985,474.909,2
272.277,36.6474,0
484.603,72.6907,0
259.409,566.461,2
4.30194,479.929,2
591.128,639.833,1
105.528,466.498,2
592.109,339.804,0
402.498,27.5826,0
450.638,962.684,2
235.349,162.037,0
193.171,979.457,2
516.083,799.557,1
628.54,236.372,0
363.269,701.827,2
665.316,992.238,1
801.446,540.127,1
519.176,336.282,0
170.564,403.395,2
253.244,681.275,2
154.373,758.861,2
792.096,533.734,1
973.808,334.515,1
170.076,615.385,2
70.1456,307.73,2
783.99,349.263,0
194.453,377.738,2
247.605,159.453,0
793.625,395.144,1
741.024,198.811,0
704.305,664.82,1
280.126,951.239,2
737.927,269.945,0
930.932,521.209,1
457.724,779.486,2
863.326,706.31,1
580.545,325.076,0
612.741,510.647,1
980.278,244.648,0
546.379,821.585,1
906.826,158.807,0
381.098,598.546,2
163.538,820.081,2
953.885,148.077,0
86.6414,101.996,0
796.774,615.135,1
756.971,351.906,0
77.6295,23.3288,0
315.214,622.137,2
272.279,352.506,0
915.27,74.7776,0
79.5985,597.612,2
892.83,979.39,1
148.083,683.273,2
324.792,480.235,2
831.188,233.555,0
311.1,129.42,0
802.575,417.991,1
831.235,266.499,0
188.119,528.523,2
436.227,914.232,2
834.802,712.505,1
445.404,577.16,2
933.874,868.642,1
598.518,517.929,1
857.058,948.076,1
902.366,983.316,1
708.884,66.699,0
931.148,675.089,1
673.484,575.566,1
789.312,559.438,1
728.385,624.833,1
252.212,355.57,0
619.459,717.506,1
715.713,43.7054,0
880.799,394.529,1
635.716,339.36,0
882.117,702.742,1
656.894,964.402,1
321.218,547.9,2
745.931,60.9097,0
10.3842,534.046,2
598.885,395.104,0
774.88,979.25,1
366.204,827.744,2
848.603,639.282,1
437.032,583.488,2
781.426,552.145,1
771.792,413.92,1
291.546,412.555,2
608.918,736.565,1
551.457,404.514,0
870.999,688.089,1
586.851,602.556,1
707.376,150.785,0
61.6963,117.766,0
1.82549,692.497,2
352.002,834.69,2
825.753,292.808,0
159.687,471.17,2
526.681,807.927,1
431.772,836.108,2
208.742,782.117,2
359.887,44.0355,0
600.729,381.093,0
298.644,28.4618,0
215.36,344.153,0
232.992,933.626,2
330.39,580.317,2
617.593,253.07,0
206.154,101.728,0
393.536,446.895,0
636.679,870.983,1
295.861,642.318,2
907.308,319.144,1
390.975,155.468,0
463.353,337.995,0
924.625,593.025,1
466.396,520.455,2
461.344,508.835,2
229.536,396.612,2
543.959,766.066,1
622.13,745.244,1
960.833,641.93,1
553.39,849.773,1
195.131,415.002,2
342.587,619.938,2
665.01,95.8806,0
666.642,295.079,0
979.119,960.777,1
499.931,684.956,2
503.753,332.788,0
20.6798,980.834,2
886.367,298.793,0
702.415,653.592,1
237.946,645.203,2
350.775,992.591,2
256.265,715.548,2
321.957,384.589,0
80.3274,137.817,0
408.127,726.552,2
241.545,190.225,0
846.068,982.867,1
85.3257,27.8945,0
955.105,416.626,1
268.783,337.754,0
946.357,589.439,1
357.725,679.091,2
148.494,88.7646,0
374.94,939.239,2
66.9295,616.163,2
889.305,242.383,0
797.195,133.047,0
529.481,968.194,1
23.1342,910.346,2
64.0133,65.5176,0
481.781,97.8389,0
174.838,545.425,2
221.06,697.164,2
195.653,858.544,2
511.912,152.166,0
883.449,777.256,1
36.285,67.3501,0
878.129,737.047,1
269.64,781.324,2
278.574,269.249,0
817.948,574.144,1
424.176,783.388,2
713.647,861.966,1
542.149,142.951,0
578.465,250.324,0
200.5,560.689,2
757.182,196.721,0
656.638,218.84,0
806.687,298.919,0
857.388,155.489,0
345.944,169.289,0
654.003,979.339,1
790.895,549.652,1
938.375,188.011,0
903.95,494.71,1
223.541,826.497,2
414.486,159.073,0
603.859,482.932,1
176.319,476.359,2
923.305,158.634,0
461.807,106.77,0
48.6969,835.492,2
109.922,367.898,2
826.568,148.503,0
880.475,983.592,1
856.333,360.489,1
96.0599,652.139,2
547.348,324.294,0
951.785,883.687,1
333.905,294.4,0
652.413,162.01,0
520.918,755.433,1
421.229,83.3319,0
45.7817,802.97,2
50.9571,373.991,2
117.552,962.839,2
640.708,808.759,1
556.283,13.3408,0
38.6334,328.916,2
113.027,720.51,2
911.101,775.746,1
774.935,17.4402,0
621.177,814.845,1
568.788,876.843,1
965.161,806.396,1
641.968,430.71,0
58.002,100.574,0
921.762,891.259,1
276.867,497.054,2
491.5,104.173,0
945.491,648.128,1
450.978,418.182,0
418.124,982.423,2
659.909,944.399,1
228.255,328.55,0
129.328,75.9577,0
734.579,335.549,0
51.6142,956.984,2
212.173,373.898,2
368.099,784.396,2
685.657,470.526,1
984.311,809.008,1
139.201,123.884,0
892.296,930.684,1
514.466,691.417,1
448.009,762.378,2
285.143,879.671,2
79.2126,421.563,2
635.301,328.684,0
420.346,985.947,2
574.007,167.881,0
969.436,646.62,1
394.513,233.778,0
880.701,549.665,1
876.938,597.235,1
970.229,690.474,1
856.361,853.041,1
900.393,832.128,1
346.1,745.309,2
976.561,682.689,1
746.022,838.222,1
137.303,53.2684,0
642.338,681.651,1
832.069,962.818,1
429.485,695.578,2
780.263,332.671,0
465.578,60.6482,0
864.45,284.383,0
721.371,204.005,0
197.184,118.805,0
93.3073,381.278,2
6.20817,746.463,2
337.792,683.534,2
129.711,174.247,0
210.925,279.538,0
557.849,217.179,0
393.997,560.89,2
210.601,23.0204,0
169.035,289.709,0
647.268,25.1144,0
446.926,462.951,0
593.989,328.226,0
322.899,752.587,2
32.6587,222.562,0
690.336,468.73,1
357.738,784.407,2
499.522,298.826,0
960.431,491.761,1
317.558,818.947,2
649.208,392.406,0
352.311,916.178,2
960.028,723.715,1
315.603,449.274,2
864.102,59.5496,0
184.643,760.664,2
493.762,457.437,0
63.2515,859.764,2
326.452,825.207,2
478.794,969.285,2
845.773,320.654,0
298.941,475.181,2
86.7621,290.827,2
680.424,147.705,0
147.916,886.804,2
655.419,817.019,1
107.65,870.06,2
604.235,906.228,1
748.586,743.609,1
899.074,600.872,1
634.426,732.87,1
922.994,442.019,1
298.499,880.349,2
627.646,334.153,0
860.989,280.056,0
21.0728,527.783,2
132.086,834.05,2
439.623,704.379,2
766.568,715.552,1
283.207,640.823,2
280.352,485.983,2
330.649,461.765,2
585.802,975.067,1
742.931,368.783,0
776.285,97.4539,0
676.951,65.6914,0
639.749,166.308,0
362.634,506.513,2
984.396,620.111,1
71.3588,852.354,2
436.215,881.029,2
443.929,553.777,2
147.32,581.046,2
735.293,208.939,0
40.9613,340.737,2
222.871,564.248,2
230.452,775.437,2
166.39,263.715,0
734.701,614.011,1
130.767,454.176,2
459.995,288.374,0
704.382,10.1694,0
216.769,896.105,2
740.595,418.436,1
742.273,953.055,1
994.786,197.036,0
643.556,566.458,1
918.494,147.787,0
780.946,443.074,1
41.2581,480.236,2
9.057,431.279,2
959.105,994.558,1
746.242,669.914,1
281.14,508.74,2
12.935,816.829,2
93.0555,906.943,2
154.775,616.723,2
918.542,976.373,1
234.633,195.814,0
874.496,267.777,0
531.694,32.7581,0
235.51,579.697,2
398.132,117.075,0
160.145,875.569,2
832.954,711.481,1
178.4,406.288,2
939.667,877.465,1
32.7564,64.6029,0
328.787,612.112,2
882.589,712.431,1
336.87,997.538,2
327.981,74.9137,0
111.778,135.96,0
181.289,963.585,2
344.932,224.428,0
25.8298,763.71,2
445.283,288.405,0
143.867,427.013,2
825.535,149.824,0
719.511,937.521,1
332.415,28.5648,0
633.841,416.227,0
139.18,427.339,2
813.041,42.223,0
464.978,452.801,0
518.319,752.545,1
658.049,87.6301,0
291.068,285.179,0
455.964,630.112,2
140.732,677.649,2
383.074,899.701,2
14.6518,651.539,2
68.7663,0.7047,0
212.543,555.031,2
586.426,404.549,0
467.065,873.469,2
661.957,753.651,1
844.151,863.795,1
837.955,754.382,1
356.668,19.5928,0
240.009,329.213,0
825.297,258.357,0
564.459,570.087,1
598.019,233.261,0
850.94,483.014,1
791.839,494.424,1
604.558,951.105,1
934.529,148.104,0
289.958,242.307,0
819.962,342.107,1
183.083,782.227,2
866.952,930.216,1
898.813,729.011,1
962.174,819.609,1
667.206,729.727,1
555.469,881.689,1
935.59,922.348,1
127.896,187.872,0
71.6803,533.991,2
864.495,837.844,1
108.306,64.1517,0
458.157,359.497,0
888.272,456.226,1
839.795,591.474,1
130.893,708.293,2
356.803,708.508,2
692.474,277.033,0
866.469,464.52,1
663.309,741.381,1
674.846,227.136,0
494.592,83.707,0
571.873,665.221,1
858.736,505.438,1
90.3877,442.746,2
529.378,164.92,0
559.211,510.088,1
952.29,382.309,1
625.366,332.56,0
546.912,622.874,1
624.538,562.305,1
77.0613,983.947,2
102.854,394.059,2
771.769,356.464,0
850.914,938.492,1
352.401,869.782,2
821.776,481.444,1
654.273,21.8453,0
25.9224,446.366,2
778.157,965.325,1
738.595,808.645,1
987.929,791.894,1
607.182,881.106,1
808.5,707.984,1
486.604,913.285,2
380.112,143.24,0
119.311,58.5562,0
414.253,526.335,2
230.069,191.274,0
823.518,667.516,1
988.2,737.968,1
770.701,186.512,0
91.0177,202.048,0
64.9262,667.498,2
777.112,929.704,1
289.312,358.219,0
71.6765,767.897,2
422.869,605.733,2
635.828,367.229,0
745.961,458.336,1
241.127,35.2766,0
481.127,947.014,2
177.466,417.889,2
824.394,308.644,0
47.3493,772.998,2
653.879,232.253,0
567.453,389.288,0
258.12,800.124,2
216.443,274.548,0
543.125,672.037,1
658.662,67.4014,0
332.329,476.732,2
951.59,670.774,1
481.834,682.988,2
377.16,293.287,0
332.137,436.796,2
727.252,629.718,1
426.047,555.399,2
627.836,269.724,0
417.756,25.8782,0
293.444,702.362,2
363.995,695.748,2
982.191,706.861,1
993.877,907.202,1
635.875,114.727,0
885.734,200.972,0
262.138,621.471,2
43.2554,441.568,2
223.154,117.294,0
704.765,823.649,1
380.661,271.432,0
904.57,504.307,1
230.646,973.29,2
936.257,134.824,0
964.616,753.461,1
875.998,836.133,1
69.9903,917.283,2
543.119,686.715,1
572.602,660.772,1
906.198,494.475,1
87.6673,832.578,2
868.829,357.631,1
761.956,52.417,0
366.468,700.69,2
510.951,549.102,1
294.851,925.225,2
691.936,43.4079,0
833.166,572.693,1
796.481,271.072,0
93.7007,42.7252,0
505.773,940.759,1
278.587,531.952,2
568.298,3.62838,0
865.888,139.062,0
141.779,49.2386,0
826.147,352.192,1
406.464,472.671,2
877.3,206.311,0
553.251,385.155,0
804.645,29.5716,0
742.259,872.283,1
599.043,347.281,0
802.475,845.364,1
573.082,809.055,1
869.762,514.791,1
866.186,566.004,1
119.774,748.887,2
920.952,459.623,1
601.851,133.118,0
922.272,192.428,0
540.449,350.139,0
118.864,212.977,0
186.541,677.066,2
126.901,941.471,2
445.94,972.255,2
529.149,584.723,1
984.649,960.816,1
277.333,507.663,2
357.607,468.534,2
887.351,560.432,1
932.373,999.922,1
731.886,54.6166,0
825.244,128.249,0
340.512,353.81,0
647.826,798.12,1
556.868,843.203,1
663.461,367.054,0
193.045,81.5989,0
14.4837,221.837,0
740.418,573.034,1
880.197,607.135,1
922.206,390.554,1
618.126,65.5497,0
873.494,483.858,1
386.333,889.722,2
193.302,993.392,2
69.5215,686.066,2
666.241,870.224,1
202.522,13.6028,0
518.807,623.728,1
519.658,654.363,1
996.307,652.757,1
172.722,854.807,2
82.6663,487.896,2
758.268,424.374,1
183.952,896.463,2
45.6661,322.183,2
616.654,110.336,0
744.927,855.949,1
813.502,430.023,1
103.55,961.261,2
594.502,223.241,0
528.409,474.156,0
198.167,236.17,0
407.523,629.82,2
158.93,507.243,2
258.184,675.789,2
707.148,808.624,1
79.6771,318.037,2
825.001,593.795,1
617.075,526.374,1
542.307,268.321,0
575.691,164.373,0
54.3378,155.252,0
357.64,264.464,0
837.753,238.87,0
669.681,299.216,0
113.848,742.807,2
282.881,609.668,2
1.20518,114.18,0
237.331,641.483,2
401.963,488.926,2
638.277,720.231,1
823.376,596.031,1
615.83,328.651,0
784.062,512.908,1
786.415,952.58,1
726.488,377.791,0
180.967,939.551,2
207.151,771.825,2
870.561,944.544,1
841.958,150.595,0
474.894,494.594,0
31.9111,936.594,2
41.4963,812.953,2
244.275,620.534,2
306.462,315.003,0
176.902,564.185,2
446.497,80.1339,0
832.214,792.416,1
155.518,231.924,0
725.941,558.422,1
713.796,32.5028,0
143.061,220.536,0
11.6299,348.75,2
870.929,227.545,0
587.784,648.611,1
447.994,58.5374,0
518.106,43.1822,0
919.426,748.771,1
609.049,502.121,1
151.456,167.504,0
844.83,356,1
644.877,329.532,0
251.025,105.06,0
235.213,675.137,2
138.862,112.973,0
599.732,132.262,0
509.324,604.362,1
16.6017,166.224,0
682.139,398.023,0
788.171,992.282,1
790.7,506.666,1
246.534,425.251,2
20.2768,719.366,2
381.229,830.269,2
799.729,906.444,1
485.241,740.034,2
159.994,718.983,2
417.334,901.555,2
415.941,835.204,2
820.497,433.681,1
149.035,806.251,2
819.03,345.303,1
896.871,314.634,1
256.144,364.057,0
86.4062,958.669,2
195.205,680.294,2
485.301,271.099,0
156.41,101.293,0
143.577,686.251,2
987.727,721.194,1
132.04,370.577,2
392.896,20.6524,0
584.762,215.614,0
269.31,555.062,2
986.358,530.374,1
69.5402,556.758,2
1.43807,319.39,2
544.961,184.166,0
926.016,949.997,1
148.831,986.56,2
897.769,411.86,1
93.691,306.472,2
280.691,769.871,2
701.54,696.702,1
645.931,93.3062,0
712.862,161.348,0
914.118,352.329,1
296.645,325.899,0
645.865,147.777,0
356.652,618.116,2
84.0044,970.761,2
549.209,387.31,0
616.138,835.884,1
758.383,85.846,0
888.069,471.135,1
951.708,377.393,1
262.006,723.863,2
875.422,811.691,1
188.174,767.769,2
215.248,33.7259,0
309.208,568.961,2
872.991,28.9604,0
292.82,192.783,0
776.42,172.363,0
838.76,131,0
757.755,757.9,1
529.728,162.898,0
258.224,393.495,2
890.62,700.114,1
76.711,113.893,0
524.236,815.022,1
379.507,43.7035,0
266.854,520.694,2
823.094,565.7,1
136.471,125.42,0
773.005,736.722,1
742.285,737.246,1
683.314,730.304,1
539.333,572.707,1
593.018,794.482,1
635.322,688.858,1
444.553,237.432,0
179.392,395.718,2
963.756,840.46,1
576.274,632.888,1
859.404,183.621,0
756.156,920.887,1
428.805,757.598,2
414.843,591.445,2
91.3404,852.37,2
929.122,157.904,0
48.9194,470.551,2
631.249,5.7385,0
114.42,260.6,0
181.047,784.083,2
995.977,334.051,1
609.314,258.346,0
388.539,839.14,2
556.178,548.355,1
59.4099,853.763,2
48.7648,471.158,2
592.953,48.6174,0
315.132,491.833,2
990.86,438.406,1
388.248,431.567,0
285.181,745.69,2
381.05,738.858,2
948.519,894.922,1
552.249,596.739,1
470.38,147.354,0
692.542,672.405,1
224.302,940.722,2
66.6622,596.575,2
704.554,860.373,1
233.711,248.121,0
127.516,493.479,2
28.7426,62.2464,0
22.7747,184.096,0
991.303,961.732,1
264.467,507.35,2
313.035,394.692,0
428.056,927.483,2
746.211,655.167,1
537.119,20.4865,0
112.134,443.854,2
103.413,633.635,2
780.318,779.947,1
589.472,876.632,1
153.909,479.843,2
974.718,20.9156,0
806.879,65.7223,0
23.0231,649.101,2
232.98,99.508,0
265.692,125.391,0
90.3758,160.294,0
160.575,654.184,2
27.8532,30.3223,0
465.931,785.026,2
942.787,136.608,0
882.024,285.211,0
177.431,20.3738,0
785.03,983.21,1
227.312,992.541,2
916.8,718.284,1
91.7191,415.581,2
36.5739,825.18,2
733.981,216.031,0
650.064,42.9372,0
515.372,316.752,0
609.838,262.264,0
750.999,122.008,0
45.3266,189.657,0
370.905,579.082,2
167.573,22.3017,0
518.441,290.367,0
583.858,828.927,1
972.062,513.143,1
968.097,811.3,1
63.1037,740.36,2
98.0294,33.556,0
290.867,757.484,2
31.4148,149.621,0
995.029,90.3741,0
718.598,639.939,1
367.76,797.806,2
825.539,97.7872,0
307.466,677.892,2
79.5582,769.13,2
888.302,244.158,0
983.404,586.276,1
793.853,972.356,1
903.371,438.874,1
376.733,924.201,2
20.593,719.14,2
980.901,783.349,1
962.856,233.168,0
90.1417,330.776,2
23.8739,235.807,0
52.6322,447.804,2
386.26,276.406,0
324.449,481.751,2
888.16,240.599,0
436.831,668.583,2
978.94,638.399,1
455.721,145.495,0
453.149,558.16,2
715.279,679.888,1
357.814,281.68,0
678.587,217.539,0
516.535,871.231,1
683.53,786.787,1
98.4868,156.504,0
607.982,479.581,1
181.542,310.992,0
487.875,125.679,0
501.606,706.196,1
594.495,761.668,1
47.2127,331.16,2
842.026,459.911,1
918.056,578.876,1
121.824,442.333,2
493.31,943.876,2
620.478,270.671,0
332.938,665.239,2
440.786,150.374,0
464.586,390.799,0
940.508,777.558,1
411.535,607.813,2
304.397,327.865,0
377.06,12.1753,0
205.095,199.619,0
721.72,741.26,1
810.75,472.071,1
450.792,228.358,0
337.007,990.571,2
580.577,433.894,0
122.461,306.103,2
811.929,584.598,1
532.292,248.295,0
420.377,393.204,0
438.95,113.413,0
606.42,842.486,1
317.982,845.094,2
187.542,683.627,2
683.441,698.624,1
523.288,454.623,0
240.831,303.414,0
909.34,442.916,1
106.8,521.778,2
773.587,545.669,1
637.215,756.882,1
672.964,848.241,1
732.398,762.571,1
274.09,330.402,0
357.715,792.432,2
366.832,817.106,2
736.041,275.979,0
729.596,847.99,1
830.502,919.44,1
206.054,532.228,2
897.191,43.6269,0
38.2319,170.229,0
542.399,196.204,0
171.794,471.65,2
401.982,82.0098,0
319.793,711.382,2
902.172,16.4763,0
944.297,12.0168,0
591.635,588.565,1
64.3475,447.826,2
847.31,512.001,1
473.648,745.095,2
920.909,299.637,1
12.236,65.7768,0
497.54,79.453,0
71.7222,14.881,0
167.27,725.468,2
713.45,351.381,0
187.825,908.046,2
438.612,750.819,2
764.034,788.408,1
264.011,937.708,2
812.692,656.197,1
995.703,578.389,1
347.344,59.6456,0
423.798,411.091,0
425.662,326.892,0
596.2,703.871,1
663.403,71.615,0
754.84,300.275,0
402.163,164.183,0
778.938,760.96,1
80.2159,288.047,2
925.032,274.132,0
586.987,458.979,0
596.31,295.555,0
104.364,827.429,2
559.466,582.772,1
148.586,468.106,2
678.407,107.951,0
230.407,249.912,0
495.656,173.427,0
800.716,966.083,1
346.294,799.776,2
696.248,9.95934,0
11.0849,949.695,2
733.436,881.176,1
134.171,532.336,2
37.9017,46.3439,0
864.045,337.723,1
338.773,944.754,2
712.724,38.6145,0
801.866,760.824,1
872.129,748.872,1
521.528,435.377,0
703.653,310.474,0
32.2285,49.457,0
261.401,63.2966,0
844.287,567.61,1
750.865,607.898,1
653.969,579.992,1
361.295,530.177,2
546.128,871.397,1
682.537,966.345,1
866.408,930.986,1
125.373,909.808,2
616.099,245.646,0
415.919,654.202,2
961.117,515.552,1
755.283,583.122,1
105.02,423.383,2
475.233,360.26,0
300.82,524.952,2
1.25185,83.3973,0
981,923.757,1
266.383,745.286,2
407.639,577.428,2
865.23,596.79,1
254.806,333.016,0
40.7682,296.555,2
661.254,636.812,1
511.182,984.475,1
290.83,444.243,2
366.186,583.585,2
810.879,352.046,1
399.313,252.422,0
635.149,656.755,1
877.856,966.205,1
688.348,377.85,0
758.665,8.68338,0
90.3431,407.165,2
75.6299,52.1926,0
578.299,462.418,0
323.456,384.336,0
753.333,304.997,0
334.495,915.882,2
885.16,526.154,1
683.535,722.891,1
518.458,653.382,1
551.247,523.097,1
403.866,23.9282,0
925.325,191.256,0
812.978,183.134,0
649.978,346.957,0
608.61,593.661,1
696.071,373.538,0
281.274,320.332,0
506.636,273.665,0
688.118,791.67,1
552.345,449.818,0
580.543,733.828,1
838.726,203.242,0
887.837,755.219,1
475.621,165.866,0
510.152,980.44,1
10.7218,125.41,0
225.767,363.838,2
102.212,419.51,2
414.254,686.705,2
888.992,4.05289,0
744.508,908.894,1
208.934,708.777,2
136.173,64.4109,0
56.1952,127.418,0
488.44,964.141,2
733.796,371.967,0
982.615,297.466,1
80.6259,125.118,0
657.488,614.039,1
830.099,881.684,1
905.767,212.346,0
556.445,960.384,1
699.943,244.449,0
267.467,660.327,2
335.226,602.654,2
570.746,153.841,0
666.986,461.223,1
642.917,8.61915,0
59.876,513.876,2
442.334,316.213,0
242.421,380.203,2
503.192,957.117,1
544.604,708.995,1
965.834,958.365,1
609.887,778.559,1
439.971,614.911,2
521.941,79.4403,0
129.839,267.576,0
76.3073,247.819,0
411.951,484.179,2
77.4964,145.635,0
