x,y,cluster
23.2451,171.413,0
554.985,394.055,1
430.828,74.7342,1
917.924,410.564,1
145.743,250.869,0
527.411,496.76,2
317.575,124.061,0
540.733,336.866,1
57.5714,306.092,0
923.364,424.584,1
996.159,59.1636,1
164.869,970.114,0
223.706,727.149,0
182.625,578.305,0
755.991,957.586,2
438.128,775.397,2
924.98,515.061,2
139.206,347.852,0
118.269,336.579,0
614.352,82.5129,1
535.438,451.428,1
263.986,795.287,0
56.4038,400.237,0
431.956,287.024,1
322.092,860.264,2
606.619,922.981,2
976.849,571.448,2
443.502,147.092,1
922.214,161.532,1
277.647,121.779,0
706.981,837.294,2
63.0787,106.014,0
939.538,436.222,1
322.063,268.597,0
719.691,316.125,1
869.588,599.872,2
9.55799,524.983,0
372.569,998.865,2
835.251,517.413,2
654.383,629.688,2
575.434,275.279,1
698.476,487.008,1
614.421,787.023,2
970.893,352.84,1
116.824,620.852,0
132.02,523.804,0
829.371,527.629,2
299.662,719.958,0
399.133,827.827,2
121.886,209.908,0
317.144,795.943,0
618.743,180.466,1
589.905,331.454,1
109.594,764.044,0
873.188,400.691,1
200.395,146.43,0
904.938,85.4082,1
724.413,500.012,1
192.841,286.129,0
435.77,873.41,2
507.676,601.589,2
988.532,554.046,2
544.362,727.597,2
666.739,748.731,2
599.091,936.894,2
559.242,598.239,2
589.332,925.392,2
577.556,275.904,1
390.674,306.241,0
706.896,250.81,1
624.864,679.307,2
22.6714,594.403,0
181.424,945.471,0
733.168,46.7036,1
75.7443,443.447,0
264.881,287.32,0
560.559,707.36,2
85.9802,11.9414,0
45.9877,621.455,0
731.173,197.602,1
362.679,618.099,0
458.519,338.265,1
916.274,264.712,1
239.428,891.201,0
884.747,679.97,2
897.257,805.767,2
176.038,678.895,0
344.797,183.598,0
837.371,11.1151,1
316.312,186.419,0
427.737,555.536,0
972.382,104.211,1
291.604,781.036,0
582.112,342.142,1
271.585,365.662,0
524.949,694.115,2
822.427,275.868,1
544.549,182.68,1
985.089,912.608,2
712.787,95.5905,1
163.075,100.219,0
107.933,236.272,0
567.312,259.325,1
555.939,15.9107,1
92.0704,212.692,0
274.012,651.874,0
483.773,558.85,2
516.09,460.351,1
505.806,409.992,1
249.043,615.248,0
808.07,301.893,1
120.809,820.953,0
800.772,648.707,2
259.445,857.825,0
2.59725,571.519,0
579.746,132.612,1
680.579,99.5996,1
934.379,589.925,2
147.187,969.652,0
277.265,821.828,0
571.339,468.528,1
706.984,929.745,2
495.626,218.242,1
404.339,252.142,1
521.181,54.7398,1
667.608,29.1934,1
323.59,310.531,0
942.46,65.6846,1
449.271,170.181,1
579.377,801.484,2
871.9,284.495,1
183.664,31.9937,0
641.272,210.251,1
275.163,427.447,0
711.784,24.9316,1
852.755,431.925,1
554.904,194.945,1
109.196,221.711,0
621.792,386.924,1
501.881,925.704,2
839.96,642.576,2
56.712,596.577,0
850.114,593.624,2
538.778,141.631,1
831.51,870.318,2
200.385,429.115,0
913.357,226.188,1
27.2289,398.416,0
83.694,364.727,0
342.21,454.016,0
988.683,455.478,1
205.434,926.193,0
361.537,968.456,2
816.593,189.807,1
78.2046,438.24,0
346.784,87.9063,1
337.985,474.909,0
272.277,36.6474,0
484.603,72.6907,1
259.409,566.461,0
4.30194,479.929,0
591.128,639.833,2
105.528,466.498,0
592.109,339.804,1
402.498,27.5826,1
450.638,962.684,2
235.349,162.037,0
193.171,979.457,0
516.083,799.557,2
628.54,236.372,1
363.269,701.827,0
665.316,992.238,2
801.446,540.127,2
519.176,336.282,1
170.564,403.395,0
253.244,681.275,0
154.373,758.861,0
792.096,533.734,2
973.808,334.515,1
170.076,615.385,0
70.1456,307.73,0
783.99,349.263,1
194.453,377.738,0
247.605,159.453,0
793.625,395.144,1
741.024,198.811,1
704.305,664.82,2
280.126,951.239,2
737.927,269.945,1
930.932,521.209,2
457.724,779.486,2
863.326,706.31,2
580.545,325.076,1
612.741,510.647,2
980.278,244.648,1
546.379,821.585,2
906.826,158.807,1
381.098,598.546,0
163.538,820.081,0
953.885,148.077,1
86.6414,101.996,0
796.774,615.135,2
756.971,351.906,1
77.6295,23.3288,0
315.214,622.137,0
272.279,352.506,0
915.27,74.7776,1
79.5985,597.612,0
892.83,979.39,2
148.083,683.273,0
324.792,480.235,0
831.188,233.555,1
311.1,129.42,0
802.575,417.991,1
831.235,266.499,1
188.119,528.523,0
436.227,914.232,2
834.802,712.505,2
445.404,577.16,0
933.874,868.642,2
598.518,517.929,2
857.058,948.076,2
902.366,983.316,2
708.884,66.699,1
931.148,675.089,2
673.484,575.566,2
789.312,559.438,2
728.385,624.833,2
252.212,355.57,0
619.459,717.506,2
715.713,43.7054,1
880.799,394.529,1
635.716,339.36,1
882.117,702.742,2
656.894,964.402,2
321.218,547.9,0
745.931,60.9097,1
10.3842,534.046,0
598.885,395.104,1
774.88,979.25,2
366.204,827.744,2
848.603,639.282,2
437.032,583.488,0
781.426,552.145,2
771.792,413.92,1
291.546,412.555,0
608.918,736.565,2
551.457,404.514,1
870.999,688.089,2
586.851,602.556,2
707.376,150.785,1
61.6963,117.766,0
1.82549,692.497,0
352.002,834.69,2
825.753,292.808,1
159.687,471.17,0
526.681,807.927,2
431.772,836.108,2
208.742,782.117,0
359.887,44.0355,1
600.729,381.093,1
298.644,28.4618,1
215.36,344.153,0
232.992,933.626,0
330.39,580.317,0
617.593,253.07,1
206.154,101.728,0
393.536,446.895,0
636.679,870.983,2
295.861,642.318,0
907.308,319.144,1
390.975,155.468,1
463.353,337.995,1
924.625,593.025,2
466.396,520.455,0
461.344,508.835,0
229.536,396.612,0
543.959,766.066,2
622.13,745.244,2
960.833,641.93,2
553.39,849.773,2
195.131,415.002,0
342.587,619.938,0
665.01,95.8806,1
666.642,295.079,1
979.119,960.777,2
499.931,684.956,2
503.753,332.788,1
20.6798,980.834,0
886.367,298.793,1
702.415,653.592,2
237.946,645.203,0
350.775,992.591,2
256.265,715.548,0
321.957,384.589,0
80.3274,137.817,0
408.127,726.552,2
241.545,190.225,0
846.068,982.867,2
85.3257,27.8945,0
955.105,416.626,1
268.783,337.754,0
946.357,589.439,2
357.725,679.091,0
148.494,88.7646,0
374.94,939.239,2
66.9295,616.163,0
889.305,242.383,1
797.195,133.047,1
529.481,968.194,2
23.1342,910.346,0
64.0133,65.5176,0
481.781,97.8389,1
174.838,545.425,0
221.06,697.164,0
195.653,858.544,0
511.912,152.166,1
883.449,777.256,2
36.285,67.3501,0
878.129,737.047,2
269.64,781.324,0
278.574,269.249,0
817.948,574.144,2
424.176,783.388,2
713.647,861.966,2
542.149,142.951,1
578.465,250.324,1
200.5,560.689,0
757.182,196.721,1
656.638,218.84,1
806.687,298.919,1
857.388,155.489,1
345.944,169.289,0
654.003,979.339,2
790.895,549.652,2
938.375,188.011,1
903.95,494.71,1
223.541,826.497,0
414.486,159.073,1
603.859,482.932,1
176.319,476.359,0
923.305,158.634,1
461.807,106.77,1
48.6969,835.492,0
109.922,367.898,0
826.568,148.503,1
880.475,983.592,2
856.333,360.489,1
96.0599,652.139,0
547.348,324.294,1
951.785,883.687,2
333.905,294.4,0
652.413,162.01,1
520.918,755.433,2
421.229,83.3319,1
45.7817,802.97,0
50.9571,373.991,0
117.552,962.839,0
640.708,808.759,2
556.283,13.3408,1
38.6334,328.916,0
113.027,720.51,0
911.101,775.746,2
774.935,17.4402,1
621.177,814.845,2
568.788,876.843,2
965.161,806.396,2
641.968,430.71,1
58.002,100.574,0
921.762,891.259,2
276.867,497.054,0
491.5,104.173,1
945.491,648.128,2
450.978,418.182,0
418.124,982.423,2
659.909,944.399,2
228.255,328.55,0
129.328,75.9577,0
734.579,335.549,1
51.6142,956.984,0
212.173,373.898,0
368.099,784.396,2
685.657,470.526,1
984.311,809.008,2
139.201,123.884,0
892.296,930.684,2
514.466,691.417,2
448.009,762.378,2
285.143,879.671,2
79.2126,421.563,0
635.301,328.684,1
420.346,985.947,2
574.007,167.881,1
969.436,646.62,2
394.513,233.778,1
880.701,549.665,2
876.938,597.235,2
970.229,690.474,2
856.361,853.041,2
900.393,832.128,2
346.1,745.309,0
976.561,682.689,2
746.022,838.222,2
137.303,53.2684,0
642.338,681.651,2
832.069,962.818,2
429.485,695.578,2
780.263,332.671,1
465.578,60.6482,1
864.45,284.383,1
721.371,204.005,1
197.184,118.805,0
93.3073,381.278,0
6.20817,746.463,0
337.792,683.534,0
129.711,174.247,0
210.925,279.538,0
557.849,217.179,1
393.997,560.89,0
210.601,23.0204,0
169.035,289.709,0
647.268,25.1144,1
446.926,462.951,0
593.989,328.226,1
322.899,752.587,0
32.6587,222.562,0
690.336,468.73,1
357.738,784.407,2
499.522,298.826,1
960.431,491.761,1
317.558,818.947,0
649.208,392.406,1
352.311,916.178,2
960.028,723.715,2
315.603,449.274,0
864.102,59.5496,1
184.643,760.664,0
493.762,457.437,0
63.2515,859.764,0
326.452,825.207,2
478.794,969.285,2
845.773,320.654,1
298.941,475.181,0
86.7621,290.827,0
680.424,147.705,1
147.916,886.804,0
655.419,817.019,2
107.65,870.06,0
604.235,906.228,2
748.586,743.609,2
899.074,600.872,2
634.426,732.87,2
922.994,442.019,1
298.499,880.349,2
627.646,334.153,1
860.989,280.056,1
21.0728,527.783,0
132.086,834.05,0
439.623,704.379,2
766.568,715.552,2
283.207,640.823,0
280.352,485.983,0
330.649,461.765,0
585.802,975.067,2
742.931,368.783,1
776.285,97.4539,1
676.951,65.6914,1
639.749,166.308,1
362.634,506.513,0
984.396,620.111,2
71.3588,852.354,0
436.215,881.029,2
443.929,553.777,0
147.32,581.046,0
735.293,208.939,1
40.9613,340.737,0
222.871,564.248,0
230.452,775.437,0
166.39,263.715,0
734.701,614.011,2
130.767,454.176,0
459.995,288.374,1
704.382,10.1694,1
216.769,896.105,0
740.595,418.436,1
742.273,953.055,2
994.786,197.036,1
643.556,566.458,2
918.494,147.787,1
780.946,443.074,1
41.2581,480.236,0
9.057,431.279,0
959.105,994.558,2
746.242,669.914,2
281.14,508.74,0
12.935,816.829,0
93.0555,906.943,0
154.775,616.723,0
918.542,976.373,2
234.633,195.814,0
874.496,267.777,1
531.694,32.7581,1
235.51,579.697,0
398.132,117.075,1
160.145,875.569,0
832.954,711.481,2
178.4,406.288,0
939.667,877.465,2
32.7564,64.6029,0
328.787,612.112,0
882.589,712.431,2
336.87,997.538,2
327.981,74.9137,1
111.778,135.96,0
181.289,963.585,0
344.932,224.428,0
25.8298,763.71,0
445.283,288.405,1
143.867,427.013,0
825.535,149.824,1
719.511,937.521,2
332.415,28.5648,1
633.841,416.227,1
139.18,427.339,0
813.041,42.223,1
464.978,452.801,0
518.319,752.545,2
658.049,87.6301,1
291.068,285.179,0
455.964,630.112,2
140.732,677.649,0
383.074,899.701,2
14.6518,651.539,0
68.7663,0.7047,0
212.543,555.031,0
586.426,404.549,1
467.065,873.469,2
661.957,753.651,2
844.151,863.795,2
837.955,754.382,2
356.668,19.5928,1
240.009,329.213,0
825.297,258.357,1
564.459,570.087,2
598.019,233.261,1
850.94,483.014,1
791.839,494.424,1
604.558,951.105,2
934.529,148.104,1
289.958,242.307,0
819.962,342.107,1
183.083,782.227,0
866.952,930.216,2
898.813,729.011,2
962.174,819.609,2
667.206,729.727,2
555.469,881.689,2
935.59,922.348,2
127.896,187.872,0
71.6803,533.991,0
864.495,837.844,2
108.306,64.1517,0
458.157,359.497,1
888.272,456.226,1
839.795,591.474,2
130.893,708.293,0
356.803,708.508,0
692.474,277.033,1
866.469,464.52,1
663.309,741.381,2
674.846,227.136,1
494.592,83.707,1
571.873,665.221,2
858.736,505.438,2
90.3877,442.746,0
529.378,164.92,1
559.211,510.088,2
952.29,382.309,1
625.366,332.56,1
546.912,622.874,2
624.538,562.305,2
77.0613,983.947,0
102.854,394.059,0
771.769,356.464,1
850.914,938.492,2
352.401,869.782,2
821.776,481.444,1
654.273,21.8453,1
25.9224,446.366,0
778.157,965.325,2
738.595,808.645,2
987.929,791.894,2
607.182,881.106,2
808.5,707.984,2
486.604,913.285,2
380.112,143.24,1
119.311,58.5562,0
414.253,526.335,0
230.069,191.274,0
823.518,667.516,2
988.2,737.968,2
770.701,186.512,1
91.0177,202.048,0
64.9262,667.498,0
777.112,929.704,2
289.312,358.219,0
71.6765,767.897,0
422.869,605.733,0
635.828,367.229,1
745.961,458.336,1
241.127,35.2766,0
481.127,947.014,2
177.466,417.889,0
824.394,308.644,1
47.3493,772.998,0
653.879,232.253,1
567.453,389.288,1
258.12,800.124,0
216.443,274.548,0
543.125,672.037,2
658.662,67.4014,1
332.329,476.732,0
951.59,670.774,2
481.834,682.988,2
377.16,293.287,0
332.137,436.796,0
727.252,629.718,2
426.047,555.399,0
627.836,269.724,1
417.756,25.8782,1
293.444,702.362,0
363.995,695.748,0
982.191,706.861,2
993.877,907.202,2
635.875,114.727,1
885.734,200.972,1
262.138,621.471,0
43.2554,441.568,0
223.154,117.294,0
704.765,823.649,2
380.661,271.432,0
904.57,504.307,1
230.646,973.29,2
936.257,134.824,1
964.616,753.461,2
875.998,836.133,2
69.9903,917.283,0
543.119,686.715,2
572.602,660.772,2
906.198,494.475,1
87.6673,832.578,0
868.829,357.631,1
761.956,52.417,1
366.468,700.69,0
510.951,549.102,2
294.851,925.225,2
691.936,43.4079,1
833.166,572.693,2
796.481,271.072,1
93.7007,42.7252,0
505.773,940.759,2
278.587,531.952,0
568.298,3.62838,1
865.888,139.062,1
141.779,49.2386,0
826.147,352.192,1
406.464,472.671,0
877.3,206.311,1
553.251,385.155,1
804.645,29.5716,1
742.259,872.283,2
599.043,347.281,1
802.475,845.364,2
573.082,809.055,2
869.762,514.791,2
866.186,566.004,2
119.774,748.887,0
920.952,459.623,1
601.851,133.118,1
922.272,192.428,1
540.449,350.139,1
118.864,212.977,0
186.541,677.066,0
126.901,941.471,0
445.94,972.255,2
529.149,584.723,2
984.649,960.816,2
277.333,507.663,0
357.607,468.534,0
887.351,560.432,2
932.373,999.922,2
731.886,54.6166,1
825.244,128.249,1
340.512,353.81,0
647.826,798.12,2
556.868,843.203,2
663.461,367.054,1
193.045,81.5989,0
14.4837,221.837,0
740.418,573.034,2
880.197,607.135,2
922.206,390.554,1
618.126,65.5497,1
873.494,483.858,1
386.333,889.722,2
193.302,993.392,0
69.5215,686.066,0
666.241,870.224,2
202.522,13.6028,0
518.807,623.728,2
519.658,654.363,2
996.307,652.757,2
172.722,854.807,0
82.6663,487.896,0
758.268,424.374,1
183.952,896.463,0
45.6661,322.183,0
616.654,110.336,1
744.927,855.949,2
813.502,430.023,1
103.55,961.261,0
594.502,223.241,1
528.409,474.156,1
198.167,236.17,0
407.523,629.82,0
158.93,507.243,0
258.184,675.789,0
707.148,808.624,2
79.6771,318.037,0
825.001,593.795,2
617.075,526.374,2
542.307,268.321,1
575.691,164.373,1
54.3378,155.252,0
357.64,264.464,0
837.753,238.87,1
669.681,299.216,1
113.848,742.807,0
282.881,609.668,0
1.20518,114.18,0
237.331,641.483,0
401.963,488.926,0
638.277,720.231,2
823.376,596.031,2
615.83,328.651,1
784.062,512.908,2
786.415,952.58,2
726.488,377.791,1
180.967,939.551,0
207.151,771.825,0
870.561,944.544,2
841.958,150.595,1
474.894,494.594,0
31.9111,936.594,0
41.4963,812.953,0
244.275,620.534,0
306.462,315.003,0
176.902,564.185,0
446.497,80.1339,1
832.214,792.416,2
155.518,231.924,0
725.941,558.422,2
713.796,32.5028,1
143.061,220.536,0
11.6299,348.75,0
870.929,227.545,1
587.784,648.611,2
447.994,58.5374,1
518.106,43.1822,1
919.426,748.771,2
609.049,502.121,2
151.456,167.504,0
844.83,356,1
644.877,329.532,1
251.025,105.06,0
235.213,675.137,0
138.862,112.973,0
599.732,132.262,1
509.324,604.362,2
16.6017,166.224,0
682.139,398.023,1
788.171,992.282,2
790.7,506.666,2
246.534,425.251,0
20.2768,719.366,0
381.229,830.269,2
799.729,906.444,2
485.241,740.034,2
159.994,718.983,0
417.334,901.555,2
415.941,835.204,2
820.497,433.681,1
149.035,806.251,0
819.03,345.303,1
896.871,314.634,1
256.144,364.057,0
86.4062,958.669,0
195.205,680.294,0
485.301,271.099,1
156.41,101.293,0
143.577,686.251,0
987.727,721.194,2
132.04,370.577,0
392.896,20.6524,1
584.762,215.614,1
269.31,555.062,0
986.358,530.374,2
69.5402,556.758,0
1.43807,319.39,0
544.961,184.166,1
926.016,949.997,2
148.831,986.56,0
897.769,411.86,1
93.691,306.472,0
280.691,769.871,0
701.54,696.702,2
645.931,93.3062,1
712.862,161.348,1
914.118,352.329,1
296.645,325.899,0
645.865,147.777,1
356.652,618.116,0
84.0044,970.761,0
549.209,387.31,1
616.138,835.884,2
758.383,85.846,1
888.069,471.135,1
951.708,377.393,1
262.006,723.863,0
875.422,811.691,2
188.174,767.769,0
215.248,33.7259,0
309.208,568.961,0
872.991,28.9604,1
292.82,192.783,0
776.42,172.363,1
838.76,131,1
757.755,757.9,2
529.728,162.898,1
258.224,393.495,0
890.62,700.114,2
76.711,113.893,0
524.236,815.022,2
379.507,43.7035,1
266.854,520.694,0
823.094,565.7,2
136.471,125.42,0
773.005,736.722,2
742.285,737.246,2
683.314,730.304,2
539.333,572.707,2
593.018,794.482,2
635.322,688.858,2
444.553,237.432,1
179.392,395.718,0
963.756,840.46,2
576.274,632.888,2
859.404,183.621,1
756.156,920.887,2
428.805,757.598,2
414.843,591.445,0
91.3404,852.37,0
929.122,157.904,1
48.9194,470.551,0
631.249,5.7385,1
114.42,260.6,0
181.047,784.083,0
995.977,334.051,1
609.314,258.346,1
388.539,839.14,2
556.178,548.355,2
59.4099,853.763,0
48.7648,471.158,0
592.953,48.6174,1
315.132,491.833,0
990.86,438.406,1
388.248,431.567,0
285.181,745.69,0
381.05,738.858,2
948.519,894.922,2
552.249,596.739,2
470.38,147.354,1
692.542,672.405,2
224.302,940.722,0
66.6622,596.575,0
704.554,860.373,2
233.711,248.121,0
127.516,493.479,0
28.7426,62.2464,0
22.7747,184.096,0
991.303,961.732,2
264.467,507.35,0
313.035,394.692,0
428.056,927.483,2
746.211,655.167,2
537.119,20.4865,1
112.134,443.854,0
103.413,633.635,0
780.318,779.947,2
589.472,876.632,2
153.909,479.843,0
974.718,20.9156,1
806.879,65.7223,1
23.0231,649.101,0
232.98,99.508,0
265.692,125.391,0
90.3758,160.294,0
160.575,654.184,0
27.8532,30.3223,0
465.931,785.026,2
942.787,136.608,1
882.024,285.211,1
177.431,20.3738,0
785.03,983.21,2
227.312,992.541,2
916.8,718.284,2
91.7191,415.581,0
36.5739,825.18,0
733.981,216.031,1
650.064,42.9372,1
515.372,316.752,1
609.838,262.264,1
750.999,122.008,1
45.3266,189.657,0
370.905,579.082,0
167.573,22.3017,0
518.441,290.367,1
583.858,828.927,2
972.062,513.143,2
968.097,811.3,2
63.1037,740.36,0
98.0294,33.556,0
290.867,757.484,0
31.4148,149.621,0
995.029,90.3741,1
718.598,639.939,2
367.76,797.806,2
825.539,97.7872,1
307.466,677.892,0
79.5582,769.13,0
888.302,244.158,1
983.404,586.276,2
793.853,972.356,2
903.371,438.874,1
376.733,924.201,2
20.593,719.14,0
980.901,783.349,2
962.856,233.168,1
90.1417,330.776,0
23.8739,235.807,0
52.6322,447.804,0
386.26,276.406,0
324.449,481.751,0
888.16,240.599,1
436.831,668.583,2
978.94,638.399,2
455.721,145.495,1
453.149,558.16,0
715.279,679.888,2
357.814,281.68,0
678.587,217.539,1
516.535,871.231,2
683.53,786.787,2
98.4868,156.504,0
607.982,479.581,1
181.542,310.992,0
487.875,125.679,1
501.606,706.196,2
594.495,761.668,2
47.2127,331.16,0
842.026,459.911,1
918.056,578.876,2
121.824,442.333,0
493.31,943.876,2
620.478,270.671,1
332.938,665.239,0
440.786,150.374,1
464.586,390.799,1
940.508,777.558,2
411.535,607.813,0
304.397,327.865,0
377.06,12.1753,1
205.095,199.619,0
721.72,741.26,2
810.75,472.071,1
450.792,228.358,1
337.007,990.571,2
580.577,433.894,1
122.461,306.103,0
811.929,584.598,2
532.292,248.295,1
420.377,393.204,0
438.95,113.413,1
606.42,842.486,2
317.982,845.094,2
187.542,683.627,0
683.441,698.624,2
523.288,454.623,1
240.831,303.414,0
909.34,442.916,1
106.8,521.778,0
773.587,545.669,2
637.215,756.882,2
672.964,848.241,2
732.398,762.571,2
274.09,330.402,0
357.715,792.432,2
366.832,817.106,2
736.041,275.979,1
729.596,847.99,2
830.502,919.44,2
206.054,532.228,0
897.191,43.6269,1
38.2319,170.229,0
542.399,196.204,1
171.794,471.65,0
401.982,82.0098,1
319.793,711.382,0
902.172,16.4763,1
944.297,12.0168,1
591.635,588.565,2
64.3475,447.826,0
847.31,512.001,2
473.648,745.095,2
920.909,299.637,1
12.236,65.7768,0
497.54,79.453,1
71.7222,14.881,0
167.27,725.468,0
713.45,351.381,1
187.825,908.046,0
438.612,750.819,2
764.034,788.408,2
264.011,937.708,2
812.692,656.197,2
995.703,578.389,2
347.344,59.6456,1
423.798,411.091,0
425.662,326.892,0
596.2,703.871,2
663.403,71.615,1
754.84,300.275,1
402.163,164.183,1
778.938,760.96,2
80.2159,288.047,0
925.032,274.132,1
586.987,458.979,1
596.31,295.555,1
104.364,827.429,0
559.466,582.772,2
148.586,468.106,0
678.407,107.951,1
230.407,249.912,0
495.656,173.427,1
800.716,966.083,2
346.294,799.776,2
696.248,9.95934,1
11.0849,949.695,0
733.436,881.176,2
134.171,532.336,0
37.9017,46.3439,0
864.045,337.723,1
338.773,944.754,2
712.724,38.6145,1
801.866,760.824,2
872.129,748.872,2
521.528,435.377,1
703.653,310.474,1
32.2285,49.457,0
261.401,63.2966,0
844.287,567.61,2
750.865,607.898,2
653.969,579.992,2
361.295,530.177,0
546.128,871.397,2
682.537,966.345,2
866.408,930.986,2
125.373,909.808,0
616.099,245.646,1
415.919,654.202,0
961.117,515.552,2
755.283,583.122,2
105.02,423.383,0
475.233,360.26,1
300.82,524.952,0
1.25185,83.3973,0
981,923.757,2
266.383,745.286,0
407.639,577.428,0
865.23,596.79,2
254.806,333.016,0
40.7682,296.555,0
661.254,636.812,2
511.182,984.475,2
290.83,444.243,0
366.186,583.585,0
810.879,352.046,1
399.313,252.422,1
635.149,656.755,2
877.856,966.205,2
688.348,377.85,1
758.665,8.68338,1
90.3431,407.165,0
75.6299,52.1926,0
578.299,462.418,1
323.456,384.336,0
753.333,304.997,1
334.495,915.882,2
885.16,526.154,2
683.535,722.891,2
518.458,653.382,2
551.247,523.097,2
403.866,23.9282,1
925.325,191.256,1
812.978,183.134,1
649.978,346.957,1
608.61,593.661,2
696.071,373.538,1
281.274,320.332,0
506.636,273.665,1
688.118,791.67,2
552.345,449.818,1
580.543,733.828,2
838.726,203.242,1
887.837,755.219,2
475.621,165.866,1
510.152,980.44,2
10.7218,125.41,0
225.767,363.838,0
102.212,419.51,0
414.254,686.705,2
888.992,4.05289,1
744.508,908.894,2
208.934,708.777,0
136.173,64.4109,0
56.1952,127.418,0
488.44,964.141,2
733.796,371.967,1
982.615,297.466,1
80.6259,125.118,0
657.488,614.039,2
830.099,881.684,2
905.767,212.346,1
556.445,960.384,2
699.943,244.449,1
267.467,660.327,0
335.226,602.654,0
570.746,153.841,1
666.986,461.223,1
642.917,8.61915,1
59.876,513.876,0
442.334,316.213,1
242.421,380.203,0
503.192,957.117,2
544.604,708.995,2
965.834,958.365,2
609.887,778.559,2
439.971,614.911,0
521.941,79.4403,1
129.839,267.576,0
76.3073,247.819,0
411.951,484.179,0
77.4964,145.635,0
